"","Allolobophora_chlorotica","Anodonta_anatina","Asellus_aquaticus","Bothrioneurum_vejdovskyanum","Brachionus_angularis","Brachionus_calyciflorus","Caenis_horaria","Chaetogaster_diastrophus","Chaetonotus_sp._bor_MK-2018","Chaetonotus_sp._g_MK-2018","Chironomidae","Chironomidae_sp._PA2_1","Chironomus","Chironomus_pseudothummi","Chironomus_riparius","Chydoridae","Crangonyx_floridanus","Crangonyx_pseudogracilis","Cricotopus","Cricotopus_laricomalis","Culicoides_kibunensis","Cyclopidae","Cyclopoida","Cyclops_abyssorum","Cypridopsis_vidua","Daphnia","Daphniidae","Decapoda","Dikerogammarus_villosus","Diptera","Dreissena_polymorpha","Euchlanis_dilatata","Eucyclops","Eucyclops_cf._serrulatus_ZISP_11SNM-532","Eucyclops_macrurus","Eucyclops_serrulatus","Eudiaptomus_gracilis","Eurytemora_affinis","Gammarus_zaddachi","Hydra_circumcincta","Hydra_oligactis","Hydra_oxycnida","Hymenoptera","Isopoda","Keratella_cochlearis","Keratella_quadrata","Limnocythere_inopinata","Limnodrilus_hoffmeisteri","Liposcelis","Naididae","Nais_elinguis","Oxyethira_flavicornis","Physella_acuta","Platynothrus_peltifer","Plectus_aquatilis","Podocopida","Podura_aquatica","Polyarthra","Polyarthra_dolichoptera_complex_sp._UO-2013","Polyarthra_sp._UO-2013","Polyphemus_pediculus","Potamopyrgus_antipodarum","Potamothrix_bavaricus","Potamothrix_moldaviensis","Radix_balthica","Sida_crystallina","Spongillida","Stempellinella_edwardsi","Stenostomum_sthenum","Synchaeta","Synchaeta_pectinata","Tanytarsus","Tanytarsus_lestagei","Tanytarsus_medius","Tanytarsus_occultus","Tubifex_tubifex","Xenylla","time","sample_id","site","sample_type","predator_id"
"WB603.pl2.12.6.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB603","WB","gut","Dikerogammarus_villosus"
"WB604.pl2.12.7.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB604","WB","gut","Dikerogammarus_villosus"
"WB605.pl2.12.8.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB605","WB","gut","Dikerogammarus_villosus"
"WB606.pl3.1.1.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB606","WB","gut","Dikerogammarus_villosus"
"WB607.pl3.1.2.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB607","WB","gut","Dikerogammarus_villosus"
"WB608.pl3.1.3.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB608","WB","gut","Dikerogammarus_villosus"
"WB609.pl3.1.4.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB609","WB","gut","Dikerogammarus_villosus"
"WB610.pl3.1.5.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB610","WB","gut","Dikerogammarus_villosus"
"WB611.pl3.1.6.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473319715011708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB611","WB","gut","Dikerogammarus_villosus"
"WB612.pl3.1.7.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412433969930922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251930109711499,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB612","WB","gut","Dikerogammarus_villosus"
"WB613.pl3.1.8.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB613","WB","gut","Dikerogammarus_villosus"
"WB614.pl3.2.1.nc.blast",0,0,0,0.0144688259838501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB614","WB","gut","Dikerogammarus_villosus"
"WB615.pl3.2.2.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB615","WB","gut","Dikerogammarus_villosus"
"WB616.pl3.2.3.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB616","WB","gut","Dikerogammarus_villosus"
"WB618.pl3.2.4.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB618","WB","gut","Dikerogammarus_villosus"
"WB619.pl3.2.5.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB619","WB","gut","Dikerogammarus_villosus"
"WB620.pl3.2.6.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB620","WB","gut","Dikerogammarus_villosus"
"WB621.pl3.2.7.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB621","WB","gut","Dikerogammarus_villosus"
"WB622.pl3.2.8.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB622","WB","gut","Dikerogammarus_villosus"
"WB623.pl3.3.1.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB623","WB","gut","Dikerogammarus_villosus"
"WB624.pl3.3.2.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB624","WB","gut","Dikerogammarus_villosus"
"WB625.pl3.3.3.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB625","WB","gut","Dikerogammarus_villosus"
"WB626.pl3.3.4.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB626","WB","gut","Dikerogammarus_villosus"
"WB627.pl3.3.5.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192684278588583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB627","WB","gut","Dikerogammarus_villosus"
"WB628.pl3.3.6.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","WB628","WB","gut","Dikerogammarus_villosus"
"eGW1.pl3.5.7.nc.blast",0,0,0.0144596651445967,0,0,0,0,0,0,0,0,0,0,0,0,0.309741248097412,0,0,0,0.121765601217656,0,0,0.0395738203957382,0.207001522070015,0,0,0,0,0.030441400304414,0,0,0,0,0,0,0,0,0,0,0,0.00532724505327245,0,0,0,0.0190258751902588,0,0,0.00989345509893455,0,0,0,0,0.0319634703196347,0,0,0,0,0.140030441400304,0,0,0,0.0106544901065449,0,0,0.0144596651445967,0,0,0,0,0.015220700152207,0,0,0,0,0,0.00837138508371385,0,"Oct","eGW1","GW","eDNA","water"
"eGW2.pl3.5.8.nc.blast",0,0,0,0,0,0,0,0.0528455284552846,0.024390243902439,0,0,0,0,0,0,0.0365853658536585,0,0,0,0,0,0.024390243902439,0.0121951219512195,0.024390243902439,0,0,0,0,0.764227642276423,0.00813008130081301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0.00813008130081301,0,0,0,0.00813008130081301,0,0,0.024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","eGW2","GW","eDNA","water"
"eGW3.pl3.6.1.nc.blast",0,0,0,0,0,0,0,0,0.0479233226837061,0,0,0,0,0,0,0.116024886497394,0,0,0,0,0,0,0.171346897595426,0.390617117874559,0,0.00958466453674121,0,0,0.019673785101732,0.00521271229191189,0,0,0,0.019673785101732,0,0,0.0144610728098201,0,0,0,0,0,0,0,0,0,0.103245333781739,0.0255591054313099,0,0,0,0,0.00655792836724399,0,0.00554901631074491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094165125273247,0,0,0,0,0,0.0245501933748108,0,"Oct","eGW3","GW","eDNA","water"
"eGW4.pl3.6.2.nc.blast",0,0,0,0,0,0,0,0,0.0161182001343183,0,0,0,0.0107454667562122,0,0.376091336467428,0.0436534586971122,0,0,0,0,0,0,0.110141034251175,0.113498992612492,0,0.022834116856951,0,0,0.0725319006044325,0.00604432505036938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302216252518469,0,0,0,0,0,0.00537273337810611,0,0.022834116856951,0,0,0,0,0.0779046339825386,0,0,0,0,0,0,0.025520483546004,0,0,0,0,0,0,0,0,0,0,0.0241773002014775,0,"Oct","eGW4","GW","eDNA","water"
"eGW5.pl3.6.3.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104708664803268,0,0,0,0,0,0,0.0120404214147495,0.0980434315201032,0,0,0,0,0.31197591915717,0.00838529348527198,0,0,0.0148355192431735,0.0199956998494947,0,0,0,0,0,0,0,0,0,0,0.0116104063642227,0,0,0.0113953988389594,0,0,0.177596215867555,0,0.066007310255859,0,0,0,0,0,0,0,0,0.00602021070737476,0,0,0.00731025585895506,0,0,0,0,0,0,0,0.119329176521178,0,0,0,0,"Oct","eGW5","GW","eDNA","water"
"eGW6.pl3.6.4.nc.blast",0,0,0,0,0,0,0.0343226327478296,0.0078740157480315,0,0,0,0,0,0,0,0.005249343832021,0,0,0,0,0,0,0.00726832222895215,0,0,0,0,0,0.0462346052897234,0.603876438522108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234201494044014,0.0381586917019988,0.0127195639006663,0,0,0,0.019180294770846,0,0,0,0,0,0,0,0,0.00868160710680396,0,0,0,0,0,0,0,0,0,0,0.179285281647486,0,0,0,0,"Oct","eGW6","GW","eDNA","water"
"eRB1.pl3.7.8.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102140758360151,0.00965440044774031,0,0,0,0,0,0,0,0,0.0962641667832657,0,0,0.0235063663075416,0.0383377640968238,0,0.621519518679166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183153770812928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","eRB1","RB","eDNA","water"
"eRB2.pl3.8.1.nc.blast",0,0,0,0,0.0109356014580802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789793438639125,0,0,0,0,0,0.0133657351154313,0,0,0.218712029161604,0,0,0.0133657351154313,0,0,0.0127582017010936,0,0,0,0.0054678007290401,0,0,0,0,0.0206561360874848,0,0,0,0,0,0,0,0,0,0,0.214459295261239,0.0164034021871203,0,0,0.00668286755771567,0,0,0,0,0.0334143377885784,0,0.301336573511543,0.0753341433778858,0,0,0,0,0,0,0,"Oct","eRB2","RB","eDNA","water"
"eRB4.pl3.8.3.nc.blast",0,0,0.0103842159916926,0,0,0,0,0,0,0.00623052959501558,0.00519210799584631,0,0,0.0083073727933541,0,0,0,0,0,0,0,0,0.0311526479750779,0,0,0,0,0,0.0228452751817238,0,0,0,0,0,0,0,0,0.0207684319833853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312564901349948,0.09865005192108,0,0,0,0.241952232606438,0,0,0,0,0,0,0,0.180685358255452,0,0,0,0,0,0,0.0083073727933541,"Oct","eRB4","RB","eDNA","water"
"eRB5.pl3.8.4.nc.blast",0,0,0.0193236714975845,0,0,0,0,0.0144927536231884,0,0,0,0,0,0,0,0.0579710144927536,0,0,0,0,0,0.0531400966183575,0.130434782608696,0,0,0,0.111111111111111,0,0.106280193236715,0,0,0.36231884057971,0,0,0.0966183574879227,0.0483091787439614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oct","eRB5","RB","eDNA","water"
"eRB6.pl3.8.5.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288646568313021,0,0,0,0,0,0.72674791533034,0,0,0,0.0230917254650417,0,0,0.0115458627325208,0,0,0,0,0,0.0782552918537524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160359204618345,0,0.0667094291212316,0,0,0,0,0,0,0,0,0,0,0,0.0173187940987813,0,0,0,0,0,0,0,"Oct","eRB6","RB","eDNA","water"
"eWB1.pl3.4.8.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833290054531291,0.0672552583744482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124642949883147,0,0,0,0,0,0,0,0,0,0,0,0,0.0116852765515451,0.00882887561672293,0,0,0,0,0,0,0,0,0.0186964424824721,0,0.0347961568423786,0,0,0,0,0,0,0,"Oct","eWB1","WB","eDNA","water"
"eWB2.pl3.5.1.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241935483870968,0.0161290322580645,0,0,0,0,0.298387096774194,0.032258064516129,0,0.217741935483871,0,0,0,0,0,0,0,0.0241935483870968,0.0241935483870968,0,0,0,0.032258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0.0645161290322581,0.104838709677419,0,0,0,0,0,0,0,0,0,0,0.0483870967741935,0,0,0,0,0.0967741935483871,0.0161290322580645,0,"Oct","eWB2","WB","eDNA","water"
"eWB3.pl3.5.2.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218582169709989,0.0766201217329037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200501253132832,0,0,0,0,0,0,0,0,0,0,0,0,0.477622627998568,0.0977443609022556,0.00572860723236663,0,0,0,0,0,0,0,0,0,0.0590762620837809,0.0146795560329395,0,0,0,0,0,0,"Oct","eWB3","WB","eDNA","water"
"eWB4.pl3.5.3.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506693356687101,0,0.0224571500062555,0,0,0,0,0.224759164268735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225197047416489,0,0,0,0,0,0,0.4722256974853,0,0,0,0.00500437883147754,0,0.177718003252846,0.0324659076692106,0,0,0,0,0,0,0,0,0,0,0.0165144501438759,0,0,0,0,0,0,0,"Oct","eWB4","WB","eDNA","water"
"eWB5.pl3.5.4.nc.blast",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207267833109018,0.013651220919054,0,0,0,0,0,0.0053835800807537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103826187271679,0.0069217458181119,0,0,0,0,0,0,0,0,0,0,0,0.072678331090175,0.0180734474139589,0,0.0613343587771582,0,0,0,0,0,0.0453758892520669,0,0,0.013651220919054,0,0,0,0,0.508171505479715,0,0,"Oct","eWB5","WB","eDNA","water"
"eWB6.pl3.5.5.nc.blast",0,0.118856569709127,0,0.00877632898696088,0.0210631895687061,0.0132898696088265,0,0.00576730190571715,0,0,0,0.00626880641925777,0,0,0,0,0,0,0,0,0,0.0348545636910732,0.0343530591775326,0,0.0250752256770311,0,0,0,0.00977933801404213,0.333751253761284,0.00626880641925777,0.0100300902708124,0,0,0,0,0,0,0,0,0,0,0,0,0.0107823470411234,0,0.0137913741223671,0,0,0.026579739217653,0,0,0,0,0,0,0,0.12136409227683,0.0190571715145436,0,0,0.0175526579739218,0.0175526579739218,0.0328485456369107,0,0,0.0341023069207623,0,0,0.0170511534603811,0,0,0,0,0.0157973921765296,0,0,"Oct","eWB6","WB","eDNA","water"
